"session_id","time_start","completion_code","respID","browser","ip_address","time_end","consent_age","consent_understand","cbc_practice","cbc_q1","cbc_q2","cbc_q3","cbc_q4","cbc_q5","cbc_q6","year_of_birth","gender","race","education","income","feedback","time_q_consent_age","time_q_consent_understand","time_q_cbc_practice","time_q_cbc_q1","time_q_cbc_q2","time_q_cbc_q3","time_q_cbc_q4","time_q_cbc_q5","time_q_cbc_q6","time_q_year_of_birth","time_q_gender","time_q_race","time_q_education","time_q_income","time_q_feedback","time_p_welcome","time_p_cbc_practice_page","time_p_cbc_intro","time_p_cbc_q1_page","time_p_cbc_q2_page","time_p_cbc_q3_page","time_p_cbc_q4_page","time_p_cbc_q5_page","time_p_cbc_q6_page","time_p_demographics","time_p_end_normal","time_p_end_consent","current_page","cbc_practice_comment","cbc_q1_comment","cbc_q2_comment","cbc_q3_comment","cbc_q4_comment","cbc_q5_comment","cbc_q6_comment","time_q_cbc_practice_comment","time_q_cbc_q1_comment","time_q_cbc_q2_comment","time_q_cbc_q3_comment","time_q_cbc_q4_comment","time_q_cbc_q5_comment","time_q_cbc_q6_comment"
"0330e725b2183a3f635bb1d38edd9131","2026-05-19 01:56:37 UTC",2881496684,154,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 01:56:37 UTC","2026-05-19 01:56:41 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"f5bcdca29bcdf5bfccbeacf86b548d1f","2026-05-19 01:59:17 UTC",4427442509,1982,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 01:59:17 UTC","2026-05-19 01:59:20 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"6191e5eae4d6e0d2afc8edf49e0d3dfb","2026-05-19 02:02:06 UTC",1246884803,1998,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:02:06 UTC","2026-05-19 02:02:09 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"382040bd58e2a6464e9e9e32ddb1cfb8","2026-05-19 02:09:49 UTC",7610393855,1810,"Electron v39, Linux","127.0.0.1","","","","54",,,,,,,,,,,,,"","","2026-05-19 02:10:08 UTC","","","","","",,,,,,,,"2026-05-19 02:09:49 UTC","2026-05-19 02:09:51 UTC","2026-05-19 02:10:10 UTC","2026-05-19 02:10:15 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"cc3650fcae9783b519e4a6809102d4ab","2026-05-19 02:20:02 UTC",7064465241,138,"Electron v39, Linux","127.0.0.1","2026-05-19 02:25:14 UTC","","","49",,,,,,,,,,,,,"","","2026-05-19 02:20:18 UTC","","","","","",,,,,,,,"2026-05-19 02:20:02 UTC","2026-05-19 02:20:06 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"7d5dc80f9def15bf68d8d6d4af4fd720","2026-05-19 02:34:23 UTC",2627082759,1394,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:34:23 UTC","2026-05-19 02:34:26 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"20c75f8ba350b21e2e42f40c674093b0","2026-05-19 02:38:13 UTC",7791517118,1321,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:38:13 UTC","2026-05-19 02:38:49 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"180049445401a73b0f72086b46fa3642","2026-05-19 02:41:47 UTC",8385115611,1495,"Electron v39, Linux","127.0.0.1","2026-05-19 02:44:31 UTC","","","50",,,,,,,,,,,,,"","","2026-05-19 02:41:56 UTC","","","","","",,,,,,,,"2026-05-19 02:41:47 UTC","2026-05-19 02:41:50 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"26a58a32a6e2c5f9cb8f62c1b4a393e8","2026-05-19 02:47:33 UTC",2440502712,1022,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:47:33 UTC","2026-05-19 02:47:36 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"852df5a6dc92b5679425f90523d41d37","2026-05-19 02:52:06 UTC",7393324414,796,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:52:06 UTC","2026-05-19 02:52:08 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"b2d60fe778414a49cf679b58cbba2497","2026-05-19 02:56:09 UTC",8570832136,1225,"Electron v39, Linux","127.0.0.1","2026-05-19 02:58:24 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:56:09 UTC","2026-05-19 02:56:12 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"ef5880b1552fb6b4739e22614ed6f027","2026-05-19 02:59:29 UTC",8267471363,990,"Electron v39, Linux","127.0.0.1","","","","50",50,50,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 02:59:29 UTC","2026-05-19 02:59:31 UTC","2026-05-19 02:59:42 UTC","2026-05-19 02:59:45 UTC","2026-05-19 02:59:48 UTC","2026-05-19 02:59:50 UTC","","","","","",,"cbc_q3_page","",,,,,,,"",,,,,,
"83e95e06841a045bbb62e72e12d99a5a","2026-05-19 03:10:51 UTC",4342804645,20,"Electron v39, Linux","127.0.0.1","","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-19 03:10:51 UTC","2026-05-19 03:10:54 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"052055968ddbf00f6f289b932e81ec3e","2026-05-19 03:15:28 UTC",6733791322,1096,"Electron v39, Linux","127.0.0.1","","","","0",,,,,,,,,,,,,"","","2026-05-19 03:15:44 UTC","","","","","",,,,,,,,"2026-05-19 03:15:28 UTC","2026-05-19 03:15:31 UTC","2026-05-19 03:15:57 UTC","2026-05-19 03:16:04 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"69455bf9969ea876563ff5fdca57a753","2026-05-19 03:28:11 UTC",9058586885,1236,"Electron v39, Linux","127.0.0.1","2026-05-19 03:36:35 UTC","","","27",,,,,,,,,,,,,"","","2026-05-19 03:33:07 UTC","","","","","",,,,,,,,"2026-05-19 03:28:11 UTC","2026-05-19 03:28:13 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"cbd18a783ec133f8a3760951a1fb3950","2026-05-26 18:24:51 UTC",6660371975,1069,"Electron v39, Linux","127.0.0.1","2026-05-26 18:26:18 UTC","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 18:24:51 UTC","2026-05-26 18:25:54 UTC","2026-05-26 18:25:52 UTC","2026-05-26 18:25:37 UTC","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"e2e4d2261821ae9e0a39427e5423d3dd","2026-05-26 18:26:43 UTC",9060185624,306,"Electron v39, Linux","127.0.0.1","2026-05-26 18:28:11 UTC","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 18:26:43 UTC","2026-05-26 18:26:47 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"cd051ab5fac73ce9f11e64e5e8d99c8f","2026-05-26 18:28:36 UTC",6344105110,1989,"Electron v39, Linux","127.0.0.1","2026-05-26 18:30:19 UTC","","","49",,,,,,,,,,,,,"","","2026-05-26 18:28:52 UTC","","","","","",,,,,,,,"2026-05-26 18:28:36 UTC","2026-05-26 18:28:40 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"8f27325018ed5a4ea5cfe586ed1e2dd8","2026-05-26 18:30:29 UTC",1270147716,133,"Electron v39, Linux","127.0.0.1","2026-05-26 18:32:31 UTC","","","51",,,,,,,,,,,,,"","","2026-05-26 18:31:21 UTC","","","","","",,,,,,,,"2026-05-26 18:30:29 UTC","2026-05-26 18:30:31 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"c0ad77d2188774052503c67eb58a1942","2026-05-26 18:32:33 UTC",8913958895,912,"Electron v39, Linux","127.0.0.1","2026-05-26 18:33:25 UTC","","","85",,,,,,,,,,,,,"","","2026-05-26 18:33:11 UTC","","","","","",,,,,,,,"2026-05-26 18:32:33 UTC","2026-05-26 18:32:36 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"336ab7edcad216715fa84a6219c971c2","2026-05-26 18:40:57 UTC",1917035041,896,"Electron v39, Linux","127.0.0.1","2026-05-26 18:42:34 UTC","","","73",,,,,,,,,,,,,"","","2026-05-26 18:41:11 UTC","","","","","",,,,,,,,"2026-05-26 18:40:57 UTC","2026-05-26 18:41:01 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"62c4741bffe306a1ed5f531bbde03d71","2026-05-26 18:47:07 UTC",3920019348,1518,"Electron v39, Linux","127.0.0.1","2026-05-26 20:04:45 UTC","","","100",,,,,,,,,,,,,"","","2026-05-26 19:58:49 UTC","","","","","",,,,,,,,"2026-05-26 18:47:07 UTC","2026-05-26 18:47:09 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"e5ba53a5b216e34eec8c426de0a6c67c","2026-05-26 21:19:14 UTC",1678611723,1436,"Electron v39, Linux","127.0.0.1","2026-05-26 21:21:05 UTC","","","56",,,,,,,,,,,,,"","","2026-05-26 21:19:23 UTC","","","","","",,,,,,,,"2026-05-26 21:19:14 UTC","2026-05-26 21:19:16 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"bcb64e1e68db9070e31c58ddf8d5d213","2026-05-26 21:21:14 UTC",7133829330,1839,"Electron v39, Linux","127.0.0.1","2026-05-26 21:23:17 UTC","","","50",25,,,,,,,,,,,,"","","","2026-05-26 21:22:07 UTC","","","","",,,,,,,,"2026-05-26 21:21:14 UTC","2026-05-26 21:21:17 UTC","2026-05-26 21:21:37 UTC","2026-05-26 21:21:39 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"bc5818f094892583e7562e09cc393cc5","2026-05-26 21:23:28 UTC",5668945811,369,"Electron v39, Linux","127.0.0.1","2026-05-26 21:25:38 UTC","","","46",,,,,,,,,,,,,"","","2026-05-26 21:23:36 UTC","","","","","",,,,,,,,"2026-05-26 21:23:28 UTC","2026-05-26 21:23:30 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"8d35f549892ee477e95123a73d3c8e72","2026-05-26 21:27:38 UTC",6276307567,1475,"Electron v39, Linux","127.0.0.1","2026-05-26 21:29:49 UTC","","","56",,,,,,,,,,,,,"","","2026-05-26 21:27:48 UTC","","","","","",,,,,,,,"2026-05-26 21:27:38 UTC","2026-05-26 21:27:41 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"59a123ba2668705fd586b0e201dff899","2026-05-26 21:29:58 UTC",4905033292,1201,"Electron v39, Linux","127.0.0.1","2026-05-26 21:30:43 UTC","","","37",,,,,,,,,,,,,"","","2026-05-26 21:30:05 UTC","","","","","",,,,,,,,"2026-05-26 21:29:58 UTC","2026-05-26 21:30:00 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"439bdfc211c9fd4f9360bf56d4e5d80d","2026-05-26 21:32:14 UTC",4205557900,1629,"Electron v39, Linux","127.0.0.1","2026-05-26 21:33:20 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 21:32:14 UTC","2026-05-26 21:32:17 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"31395b6ddad846f534f5fef39124554b","2026-05-26 21:34:15 UTC",9603241634,1235,"Electron v39, Linux","127.0.0.1","2026-05-26 21:35:51 UTC","","","46",,,,,,,,,,,,,"","","2026-05-26 21:34:26 UTC","","","","","",,,,,,,,"2026-05-26 21:34:15 UTC","2026-05-26 21:34:19 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"b0a48e89dbc056ff335c3d61a07d053d","2026-05-26 21:36:00 UTC",5543920714,56,"Electron v39, Linux","127.0.0.1","2026-05-26 21:38:05 UTC","","","48",,,,,,,,,,,,,"","","2026-05-26 21:37:57 UTC","","","","","",,,,,,,,"2026-05-26 21:36:00 UTC","2026-05-26 21:36:03 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"0d1f496424fb511e5c70c6ea366d9486","2026-05-26 21:38:19 UTC",2981628366,1347,"Electron v39, Linux","127.0.0.1","2026-05-26 21:40:11 UTC","","","15",,,,,,,,,,,,,"","","2026-05-26 21:38:25 UTC","","","","","",,,,,,,,"2026-05-26 21:38:19 UTC","2026-05-26 21:38:21 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"f3a2c6ee1a4a94f47d6239dcf833c37e","2026-05-26 21:41:23 UTC",4664355352,1423,"Electron v39, Linux","127.0.0.1","2026-05-26 21:41:39 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 21:41:23 UTC","2026-05-26 21:41:25 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"b18dfde050edd8111fbe1cc77e0bf1e1","2026-05-26 22:06:46 UTC",5611679746,865,"Electron v39, Linux","127.0.0.1","2026-05-26 22:15:28 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 22:06:46 UTC","2026-05-26 22:06:49 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"8520cd5e92a5eb9b6b95bbe4e18418f5","2026-05-26 22:16:03 UTC",1153127785,778,"Electron v39, Linux","127.0.0.1","2026-05-26 22:16:31 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 22:16:03 UTC","2026-05-26 22:16:09 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"e28ee9e3e280d8ef7574ef169f43b89f","2026-05-26 22:18:33 UTC",7570543481,197,"Electron v39, Linux","127.0.0.1","2026-05-26 22:19:49 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 22:18:33 UTC","2026-05-26 22:18:36 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"0d230826fd5b41863f0208aedd5116e3","2026-05-26 22:20:21 UTC",6225376355,645,"Electron v39, Linux","127.0.0.1","2026-05-26 22:21:23 UTC","","","48",,,,,,,,,,,,,"","","2026-05-26 22:20:29 UTC","","","","","",,,,,,,,"2026-05-26 22:20:21 UTC","2026-05-26 22:20:23 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"ad3a9c62cb3eb4eb2928fab953c99b61","2026-05-26 22:21:55 UTC",2477728850,341,"Electron v39, Linux","127.0.0.1","2026-05-26 22:23:25 UTC","","","49",,,,,,,,,,,,,"","","2026-05-26 22:23:17 UTC","","","","","",,,,,,,,"2026-05-26 22:21:55 UTC","2026-05-26 22:22:00 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"532f0499027c0fa571ca7a5bd7f9bd2f","2026-05-26 22:24:13 UTC",7146606857,552,"Electron v39, Linux","127.0.0.1","2026-05-26 22:25:47 UTC","","","50",,,,,,,,,,,,,"","","2026-05-26 22:24:21 UTC","","","","","",,,,,,,,"2026-05-26 22:24:13 UTC","2026-05-26 22:24:16 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"18f15562ee62cf714718b4516bd7a0fe","2026-05-26 22:26:19 UTC",4086971888,864,"Electron v39, Linux","127.0.0.1","2026-05-26 22:30:54 UTC","","","86",,,,,,,,,,,,,"","","2026-05-26 22:26:32 UTC","","","","","",,,,,,,,"2026-05-26 22:26:19 UTC","2026-05-26 22:26:22 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"30b7ece1aff3fc0da31dd1f364853bfc","2026-05-26 22:31:32 UTC",1304572507,1256,"Electron v39, Linux","127.0.0.1","2026-05-26 22:32:58 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 22:31:32 UTC","2026-05-26 22:32:02 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"fd0c66f9863b4ea0f4f92de2adc76736","2026-05-26 22:34:49 UTC",8937151872,754,"Electron v39, Linux","127.0.0.1","2026-05-26 22:36:19 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-26 22:34:49 UTC","2026-05-26 22:34:52 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"e1104abeeee30f51c4d13ab3471bc975","2026-05-26 22:36:36 UTC",2990227768,43,"Electron v39, Linux","127.0.0.1","2026-05-26 22:38:12 UTC","","","50",,,,,,,,,,,,,"","","2026-05-26 22:36:46 UTC","","","","","",,,,,,,,"2026-05-26 22:36:36 UTC","2026-05-26 22:36:39 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"59dc122104ae110d6876d5efa4567ecf","2026-05-26 22:38:31 UTC",9112581177,1772,"Electron v39, Linux","127.0.0.1","2026-05-26 22:39:30 UTC","","","50",50,,,,,,,,,,,,"","","","2026-05-26 22:39:02 UTC","","","","",,,,,,,,"2026-05-26 22:38:31 UTC","2026-05-26 22:38:34 UTC","2026-05-26 22:38:53 UTC","2026-05-26 22:38:55 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"d1065165bc36f3b7f69cf73708b06d38","2026-05-27 01:17:59 UTC",7794529482,596,"Electron v39, Linux","127.0.0.1","2026-05-27 01:20:04 UTC","","","28",,,,,,,,,,,,,"","","2026-05-27 01:19:34 UTC","","","","","",,,,,,,,"2026-05-27 01:17:59 UTC","2026-05-27 01:18:02 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"87b9d65af61041805cbca51f8cbc60c3","2026-05-27 01:20:07 UTC",8628219265,250,"Electron v39, Linux","127.0.0.1","2026-05-27 01:24:08 UTC","","","38",,,,,,,,,,,,,"","","2026-05-27 01:23:14 UTC","","","","","",,,,,,,,"2026-05-27 01:20:07 UTC","2026-05-27 01:20:11 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"0559d563cb523cf3ac652cda742a97c3","2026-05-27 01:24:17 UTC",8646433766,1941,"Electron v39, Linux","127.0.0.1","2026-05-27 01:26:02 UTC","","","37",,,,,,,,,,,,,"","","2026-05-27 01:25:39 UTC","","","","","",,,,,,,,"2026-05-27 01:24:17 UTC","2026-05-27 01:24:21 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"253ab6d782c51fb8ff7a689bc6aabb2f","2026-05-27 01:26:28 UTC",6314563269,965,"Electron v39, Linux","127.0.0.1","2026-05-27 01:30:06 UTC","","","30",,,,,,,,,,,,,"","","2026-05-27 01:27:51 UTC","","","","","",,,,,,,,"2026-05-27 01:26:28 UTC","2026-05-27 01:26:35 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"09c3f62aa37b04bebd3e0df764a8a239","2026-05-27 01:30:10 UTC",1705875958,1950,"Electron v39, Linux","127.0.0.1","2026-05-27 01:40:02 UTC","","","42",,,,,,,,,,,,,"","","2026-05-27 01:30:21 UTC","","","","","",,,,,,,,"2026-05-27 01:30:10 UTC","2026-05-27 01:30:14 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"829edd1a46ded8057c1b64a327bc6277","2026-05-27 01:40:10 UTC",1797848512,1249,"Electron v39, Linux","127.0.0.1","2026-05-27 01:45:54 UTC","","","50",50,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 01:40:10 UTC","2026-05-27 01:40:27 UTC","2026-05-27 01:40:32 UTC","2026-05-27 01:40:34 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"35265a55eb7f6eeb42cb90b2ced37fa8","2026-05-27 01:45:57 UTC",2535355716,1869,"Electron v39, Linux","127.0.0.1","2026-05-27 01:46:55 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 01:45:57 UTC","2026-05-27 01:46:01 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"1224966177a5f3cbcd058af73ca0eb71","2026-05-27 01:59:10 UTC",9511875499,1553,"Electron v39, Linux","127.0.0.1","2026-05-27 01:59:31 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 01:59:10 UTC","2026-05-27 01:59:12 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"19f471306de32b95255bb074c90a68a0","2026-05-27 01:59:34 UTC",5558406778,681,"Electron v39, Linux","127.0.0.1","2026-05-27 02:03:15 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 01:59:34 UTC","2026-05-27 01:59:36 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"2ed73bbf02dbc577790702a30cd08238","2026-05-27 02:04:22 UTC",2879350174,694,"Electron v39, Linux","127.0.0.1","2026-05-27 02:06:25 UTC","","","50",50,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 02:04:22 UTC","2026-05-27 02:04:28 UTC","2026-05-27 02:04:41 UTC","2026-05-27 02:04:43 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
